Record_ID,Department,Region,Month,Operational_Hours,Downtime_Hours,Maintenance_Cost_USD,Labor_Cost_USD,Material_Cost_USD,Energy_Cost_USD,Forecasted_Total_Cost_USD
REC001889,Paint,Shanghai,2024-03,166.1,1.1,8418.19,5165.18,998.47,2520.55,17313.779234964437
REC001890,Logistics,Berlin,2023-10,142.9,4.1,10806.72,6925.22,3726.97,2272.25,19006.057567428772
REC001891,Battery,Austin,2024-12,148.5,2.8,19951.87,4668.87,3399.14,2143.64,32068.833471628146
REC001892,Logistics,Fremont,2023-09,151.6,6.8,12843.2,6628,3125.69,2659.84,26281.74772822261
REC001893,Logistics,Austin,2023-12,172,8.4,14703.19,1043,2639.07,3200.28,20033.721592434005
REC001894,Battery,Fremont,2023-07,164,5.4,12943.22,4072.94,3401.99,2945.43,23587.49034240776
REC001895,Logistics,Berlin,2023-05,157.4,5.5,11530.12,9268.79,3133.37,4245.68,22493.445500967417
REC001896,Paint,Shanghai,2024-12,155.2,6.9,10156.59,7253.32,2848.06,2589.08,20733.09683657727
REC001897,Paint,Berlin,2023-10,166,5.2,16442.54,4537.75,3781.41,1977.3,22799.75857666939
REC001898,Paint,Austin,2023-08,154.1,7.4,17763.33,4969.44,2940.42,1493.56,27378.29385073644
REC001899,Battery,Austin,2024-10,167.4,9.7,12161.86,3326.89,3591.43,2282.16,20362.103194098694
REC001900,Logistics,Fremont,2024-08,157.9,7.9,15635.77,5025.48,3932.76,2969.35,27430.755512429692
REC001901,Battery,Berlin,2024-04,172.9,3.8,14622.16,2419.75,1920.1,2086.01,18668.832815903108
REC001902,Paint,Fremont,2023-12,150.6,6.7,11433.59,5808.87,3541.82,1373.3,17849.52910810048
REC001903,Logistics,Berlin,2023-09,158.7,3.7,12173.73,4166.74,424.38,2164.63,21353.710447219735
REC001904,Logistics,Austin,2023-10,150.8,4.6,10690.93,6050.75,3788.18,2547.07,19580.63420313724
REC001905,Assembly,Fremont,2024-04,176.3,8.3,18127.84,4148.07,3950.32,1858.94,22165.615382498123
REC001906,Assembly,Fremont,2023-10,160.2,3,14427.51,4051.54,3819.98,3050.61,27782.957264545177
REC001907,Chassis,Berlin,2023-09,149.9,4.2,12094.34,6371.67,4012.49,1302.57,23756.01970750791
REC001908,Body,Shanghai,2023-03,151,7.3,10545.91,4343.85,4196.29,1563.02,22982.513394389596
REC001909,Assembly,Berlin,2024-07,165.1,3.3,13551.75,4443.35,2909.42,2325.76,26083.417354636484
REC001910,Battery,Shanghai,2023-11,141.8,1.2,8097.27,7275.5,3642.96,2550.88,17390.40426286092
REC001911,Assembly,Berlin,2023-06,158.2,2,9730,7240.29,3924.41,2145.06,22756.70341
REC001912,Chassis,Austin,2023-06,151.5,3.8,11398.31,6284.47,2335.57,1096.74,21677.75073678749
REC001913,Logistics,Fremont,2024-03,158.4,4.9,10735.65,5044.13,1626.46,2390.98,20279.08628954688
REC001914,Chassis,Berlin,2024-03,161,4.4,11369.92,8734.46,3519.69,3205.07,26253.63342140109
REC001915,Logistics,Austin,2024-01,159,4,14037.64,7084.29,3761.14,2566.41,32723.06232425634
REC001916,Logistics,Berlin,2024-10,157.3,5.2,17819.73,4035.53,4129.8,3041.93,29656.37678559497
REC001917,Body,Fremont,2023-05,161.7,4,14142.68,6117.3,3021.05,1410.8,25514.304679586126
REC001918,Assembly,Berlin,2024-02,177.5,3.6,11537.5,3547.08,3122.55,3365.87,20147.234593467405
REC001919,Battery,Shanghai,2024-09,172.7,5.5,15018.21,5681.72,3095.81,2296.88,21344.559236460995
REC001920,Battery,Fremont,2023-02,156.6,5.2,12145.83,4740.89,2463.7,1670.73,22666.661064667773
REC001921,Paint,Shanghai,2024-11,167.3,7,6404.09,4194.77,3800.37,1676.28,15861.830151916341
REC001922,Logistics,Austin,2023-12,166.8,9,15591.94,5710.76,3633.06,2761.66,30960.708017040924
REC001923,Battery,Austin,2024-08,156.2,0.8,8443.43,3725.08,2903.74,3195.05,16000.059780690386
REC001924,Body,Berlin,2024-02,159.7,6,12398.39,4637.96,3062.32,1842.63,21156.57135316048
REC001925,Logistics,Shanghai,2024-07,165.4,5.3,9607.29,5714.15,2844.82,3042.27,19380.517543295482
REC001926,Body,Shanghai,2024-12,152.7,7.6,8582.02,5154.64,4939.25,2635.3,19323.590358617257
REC001927,Battery,Fremont,2024-08,157.6,4,10662.05,4742.08,3594.78,2023.95,21071.312914192247
REC001928,Battery,Shanghai,2024-03,158,4.2,4393.17,4551.35,1608.49,1908.67,9241.849953948355
REC001929,Paint,Shanghai,2024-08,157.3,2.4,9917.88,4607.71,3003.83,3116.53,20692.805077686276
REC001930,Battery,Fremont,2024-12,156.9,7.1,13255.62,7403.18,2640.55,2218.73,26148.938633837406
REC001931,Logistics,Fremont,2024-05,164.4,5.3,13099.55,6569.17,3077.33,3466.44,31913.59577809644
REC001932,Logistics,Shanghai,2024-02,160.3,7.3,6383.32,2502.67,2474.27,1112.86,11835.209893840985
REC001933,Logistics,Berlin,2024-11,166.4,4.1,14910.24,3485.48,3954.83,1483.57,25769.109125151328
REC001934,Paint,Fremont,2024-06,185.2,3.7,19116.84,3176.75,2896.69,2413.12,26525.82751545786
REC001935,Paint,Fremont,2024-10,154.6,6.5,17184.15,4342.04,3088.17,1766.72,28099.541223472304
REC001936,Battery,Shanghai,2024-12,162.2,4.3,10418.56,6857.75,3271.93,1578.26,25038.98473360598
REC001937,Chassis,Shanghai,2023-05,165.1,6.3,10021.85,3789.95,3101.23,1902.14,14484.18833682022
REC001938,Chassis,Fremont,2024-10,170.9,6,9309.39,5694.9,1647.56,2188.39,19094.536220569615
REC001939,Paint,Shanghai,2023-12,164.3,5.2,17476.39,6666.74,2107.08,2699.41,33026.33540087829
REC001940,Battery,Fremont,2023-10,149.1,3.8,10444.88,1751.99,2159.4,2328.93,18746.72176155951
REC001941,Chassis,Berlin,2023-08,153.4,5.7,9872.84,4192.31,3266.58,1861.77,19433.209996228987
REC001942,Battery,Berlin,2023-06,161.5,3.5,14513.04,2602.62,2411.17,417.99,21433.507139181722
REC001943,Battery,Fremont,2024-03,153.1,5.2,15407.9,4052.61,2269.9,2722.06,23566.24359620552
REC001944,Battery,Fremont,2023-12,145.2,8.4,14921.9,5727.21,2761.42,1539.29,26805.797926533167
REC001945,Assembly,Austin,2023-06,151.9,7.5,8836.06,2416.85,3542.06,1634.57,16302.108054637378
REC001946,Logistics,Austin,2023-12,152,4,13480.64,5008.15,2770.15,2472.69,22408.336740154842
REC001947,Battery,Shanghai,2024-03,149.9,5.5,16386.07,2355.29,3069.67,1865.59,25118.023144090548
REC001948,Assembly,Shanghai,2023-12,185.3,3.9,12006.82,3094.94,2808.34,2324.77,18905.24600579973
REC001949,Paint,Fremont,2023-09,163.2,5.6,12884.95,6798.91,5555.82,2958.64,29844.878257091354
REC001950,Chassis,Fremont,2024-07,161.2,3.2,12609.56,6045.94,3026.33,2218.93,25403.51668686587
REC001951,Logistics,Austin,2024-09,169.2,3.7,11190.71,3090.29,2586.62,929.94,19521.529643196427
REC001952,Chassis,Austin,2023-02,178,8.7,13359.93,4998.5,573.34,2400.81,21137.035827185744
REC001953,Logistics,Fremont,2024-01,163.9,5.3,14667.63,4650.42,2895.25,1575.37,28872.04943867441
REC001954,Chassis,Berlin,2024-01,170.2,4.1,15908.21,5410.65,4614.66,2023.21,24702.72265687603
REC001955,Logistics,Berlin,2023-08,155,0.7,11834.26,6321.07,1567.64,1753.82,25011.59892246917
REC001956,Chassis,Shanghai,2024-01,150.9,5.3,12202.03,8795.99,2209.8,2083.27,28131.062697181776
REC001957,Chassis,Fremont,2023-04,169.1,9.4,10486.41,4490.92,5188.87,1992.51,23768.635606979686
REC001958,Chassis,Fremont,2023-06,168.9,3.9,16734.04,7995.99,1569.09,1514.65,30598.592556454878
REC001959,Chassis,Shanghai,2023-06,168,4.2,10703.74,3688.02,3796.04,1485.64,18769.91737683123
REC001960,Paint,Austin,2024-09,161.3,5.1,11705.36,4818.07,2750.82,3222.54,16251.558443914022
REC001961,Battery,Austin,2023-12,152.2,3.7,12238.53,4270.19,1831.57,3519.78,20660.85017862756
REC001962,Body,Berlin,2023-12,155.2,9.4,12626.23,4348.99,3573.64,1237.25,22764.674552385502
REC001963,Assembly,Fremont,2024-05,171.6,7,7506.33,5356.36,732.59,2820.88,17774.662348035745
REC001964,Body,Austin,2023-07,154.1,6.4,13637.98,6153.51,3872.28,2166.15,29550.460013736825
REC001965,Body,Berlin,2024-03,161.9,9.2,13333.64,5539.74,2245.49,2461.07,22885.40441885083
REC001966,Logistics,Berlin,2024-12,152.3,8.4,12474.21,6164.67,1783.65,2936.98,19879.882923296238
REC001967,Battery,Berlin,2024-05,158.1,5.2,13079.82,6042.79,4323.46,1951.89,24506.70073102121
REC001968,Logistics,Austin,2023-10,149.2,4.4,11836.14,5495.34,2790.63,2043.56,22736.88129091567
REC001969,Battery,Austin,2024-11,159.3,4.4,7686.37,4831.23,3869.88,3025.46,17104.995654669685
REC001970,Battery,Fremont,2024-08,155.2,3.9,15282.99,4082.28,4668.92,1896.62,30767.18818589326
REC001971,Chassis,Fremont,2023-06,142.9,4.6,7643.55,4303.62,2022.24,1723.54,16414.99814994714
REC001972,Paint,Berlin,2023-09,166.5,4,9388.44,7043.56,528.39,1257.15,17683.37498085955
REC001973,Chassis,Berlin,2024-03,166.1,2.7,15598.87,4232.28,3555.03,1446.15,25593.426152620883
REC001974,Paint,Austin,2024-04,160.6,0.2,7942.18,5884.09,2746.71,1946.86,18493.705658990883
REC001975,Logistics,Austin,2024-09,148.8,7.1,11525.68,7289.75,3490.66,2004.79,20835.08152781831
REC001976,Paint,Fremont,2023-08,148.9,0,17440.43,5794.7,4719.1,1699.9,33035.722250382496
REC001977,Logistics,Fremont,2024-04,183.3,5.7,12217.41,5383.21,1096.53,1122.88,21923.79888
REC001978,Body,Shanghai,2023-05,133.8,6.9,7867.13,7617.63,2410.93,859.51,16693.46747288005
REC001979,Body,Fremont,2024-06,149.1,5.9,14257.08,5253.17,3270.73,1060.45,26093.854160134775
REC001980,Paint,Austin,2024-08,181.5,4.7,13349.06,4430.47,3079.63,940.59,17769.36382751764
REC001981,Paint,Berlin,2024-02,184.6,5.4,12364.54,7490.95,2555.02,3215.14,24867.32657823019
REC001982,Logistics,Shanghai,2023-02,177,4.1,5882.93,4444.83,4243.85,873.51,15507.47701973504
REC001983,Chassis,Fremont,2024-11,165.3,4.8,15919.94,5119.57,300,1775.3,24551.73614681468
REC001984,Logistics,Fremont,2024-11,153.6,4.4,17308.76,4258.45,1405.91,2312.76,29804.90554631961
REC001985,Chassis,Austin,2023-03,143.2,3.6,11926.24,1843.39,3675.25,3394.38,24048.110968199846
REC001986,Body,Shanghai,2024-02,164.1,7.4,10011.76,2617.19,2532.47,1918.08,16969.41721024939
REC001987,Battery,Fremont,2023-07,152.4,6.7,13600.29,3405.66,3826.78,1966.26,18598.391244737046
REC001988,Paint,Berlin,2024-03,174.5,4.7,13635.91,5074.44,4634.62,2972.21,25590.89021301226
REC001989,Chassis,Austin,2024-05,141.5,5.1,13897.25,5250.08,1476.13,2692.88,23869.545935951704
REC001990,Logistics,Shanghai,2023-01,162,3.5,12029.96,5531.99,2610.57,2152.46,24145.081663671543
REC001991,Body,Fremont,2023-09,169.3,5.7,13635.21,3995.69,1729.55,1689.86,24790.653051341043
REC001992,Chassis,Fremont,2024-10,170.1,4.8,14247.77,3883.55,3674.74,2887.65,22537.018252058682
REC001993,Logistics,Shanghai,2024-02,168.3,4.3,19693.25,9725.2,2057.81,2043.67,33661.933874318835
REC001994,Paint,Austin,2024-04,163.4,5.5,13323.62,3982.55,4492.8,1598.61,24735.949485854097
REC001995,Paint,Shanghai,2024-09,161.3,5.2,12533.53,5678.04,2348.39,1267.5,19109.648552729246
REC001996,Assembly,Shanghai,2024-01,169.1,3.3,7443.46,6649.63,2270.18,2013.93,19098.02497877275
REC001997,Battery,Austin,2023-06,163.4,6.8,7705.36,5693.84,3915.4,3510.26,21071.79879024261
REC001998,Assembly,Fremont,2024-10,163.7,7,12375.98,4624.46,2987.51,2404.93,25804.93429881085
REC001999,Body,Berlin,2023-01,160.3,3.6,11760.82,3295.81,3853.39,2291.07,18397.691605319862
REC002000,Chassis,Austin,2024-09,156.1,11.4,9130.62,3258.17,1730.76,2093.57,16125.22011220734
REC002001,Body,Berlin,2023-04,146.5,3.1,9029.38,4359.05,2954.53,2020.25,19512.244938466585
REC002002,Logistics,Fremont,2023-03,148.2,6.2,13813.21,4791.48,4308.2,2057.7,24765.647150476852
REC002003,Paint,Shanghai,2024-05,156.2,6.1,10265.89,4940.23,2978.1,2655.82,18078.482734182577
REC002004,Assembly,Berlin,2023-02,158.8,6.4,9694.63,3917.77,1471.84,1031.4,15252.555953449199
REC002005,Assembly,Fremont,2024-07,150.3,8.4,8851.5,4278.96,4740.9,3000.35,21304.291123927876
REC002006,Assembly,Fremont,2024-08,149.6,4.5,9552.62,7080.02,1786.61,2193.72,25843.621415476307
REC002007,Body,Shanghai,2024-11,156.4,5.1,10873.77,3459.66,2206.52,2249.37,16436.33535084425
REC002008,Paint,Shanghai,2024-10,169,5.8,11931.5,3973.23,1645.32,2657.99,20055.71240970263
REC002009,Chassis,Fremont,2023-08,138.8,1.6,12700.44,3042.94,4021.45,2810.54,23047.676784048013
REC002010,Logistics,Fremont,2024-03,150.6,5.3,10740.34,9290.28,5875.79,2038.28,30159.725843716635
REC002011,Chassis,Berlin,2023-06,161.6,5.8,6647.57,2069.86,2805.96,1196.57,11576.366656010852
REC002012,Body,Fremont,2024-11,172.9,3.6,8641,4472.2,4995.3,200,18832.545682236945
REC002013,Logistics,Fremont,2024-08,181.6,9.4,10460.84,7730.4,5189.18,1899.89,31042.94192088876
REC002014,Assembly,Berlin,2023-02,156.6,5.5,15096.85,7072.54,3110.35,1985.68,23945.74542054968
REC002015,Battery,Austin,2024-03,156.4,3.5,11696.5,5512.53,2800.32,2438.87,22770.249659110996
REC002016,Body,Berlin,2024-08,158.6,3.9,13278.88,5735.64,2639.35,1275.33,24663.75552861745
REC002017,Body,Berlin,2023-12,162.3,3.4,16202.34,3378.29,3159.05,2716.9,25606.999697292988
REC002018,Paint,Shanghai,2023-03,159.6,3.5,11500.7,2709.92,4936.85,3382.07,22847.626421167577
REC002019,Chassis,Berlin,2023-10,161.2,5.7,11969.15,4016.13,3174.37,1676.59,22223.593031324835
REC002020,Body,Fremont,2024-02,146.6,5.9,12116.04,4221.33,2744.05,2758.47,21998.170939276737
REC002021,Body,Fremont,2024-10,143.4,5.9,12189.64,5778.32,2972.17,2861.28,25542.135606551798
REC002022,Assembly,Fremont,2024-02,167.2,6.4,8874.05,4860.45,3486.32,2952.64,19478.784189553255
REC002023,Assembly,Austin,2023-03,158.1,5.8,13500.18,7502.28,2538.73,2895.32,27608.02222561542
REC002024,Logistics,Fremont,2023-01,168.3,9.4,12299.61,5392.79,2710.36,2819.62,21712.054884805133
REC002025,Battery,Austin,2024-08,162.2,6.8,9517.4,2564.12,2355.94,2314.07,16395.704665219546
REC002026,Paint,Fremont,2023-01,145.7,2.9,11477.76,2844.74,1994.28,2876.9,19123.483485812958
REC002027,Battery,Berlin,2023-02,175.5,5.1,6426.01,4429.85,3577.24,1863.52,15081.311045305583
REC002028,Logistics,Shanghai,2024-07,160.3,2.7,7398.98,3932.34,2023.65,2709.62,13523.769904046243
REC002029,Assembly,Fremont,2024-12,152.5,5,14654.05,4973.13,2936.1,3420.86,22744.41588
REC002030,Chassis,Austin,2023-10,154.7,2.2,11350.51,6175.66,2664.62,1002.08,20691.618993062013
REC002031,Assembly,Austin,2023-04,147.9,4.5,15991.33,5909.63,3904.4,1004.06,29653.110000873163
REC002032,Paint,Shanghai,2023-04,163.3,4.8,12188.16,3357.67,2698.88,1802.6,20762.697712728273
REC002033,Assembly,Fremont,2024-01,158.9,2.3,12659.65,6784.99,3581.36,2476.8,28043.66125554098
REC002034,Paint,Berlin,2023-09,180.2,5,11934.77,4484.4,1396.99,1584.09,20618.382706036344
REC002035,Paint,Fremont,2023-07,165.2,4.3,8970.49,5072.46,4194.87,2277.85,22518.070636189663
REC002036,Paint,Fremont,2024-04,179.6,2.8,13233.01,3647.15,3556.12,2145.6,21609.95259737956
REC002037,Logistics,Shanghai,2024-06,150.4,6.8,9990.08,5618.62,4290.96,2170.03,22207.262569687507
REC002038,Paint,Fremont,2023-03,156.7,4.3,12953.63,5526.69,3283.75,1089.17,22392.597041449393
REC002039,Paint,Berlin,2024-08,168.9,7.3,9496.23,7213.04,3240.26,3606.51,23480.60282481095
REC002040,Chassis,Austin,2024-08,165.9,5.4,14234.31,4048.33,2525.62,2385.11,19813.90272901294
REC002041,Battery,Shanghai,2023-10,159.8,4.2,13303.98,5147.91,3244.52,2509.15,25431.97165457696
REC002042,Body,Berlin,2024-12,149.2,3.1,15668.32,5564.97,1877.23,2661.43,25498.71716573738
REC002043,Battery,Austin,2024-10,138.2,2.7,14172.73,5461.28,2191.46,2689.17,27362.891462028972
REC002044,Paint,Shanghai,2024-04,157.8,5.4,11831.5,6948.9,2317.09,1800.26,20037.86439
REC002045,Chassis,Shanghai,2023-03,158.2,5.7,16610.41,3826.28,2659.33,2802.36,19812.07453222704
REC002046,Assembly,Austin,2023-11,161.3,3.3,13150.03,5718.22,390.65,2043.49,22008.460113649056
REC002047,Chassis,Austin,2023-10,145.5,2.6,5066,5849.95,1848.5,2958.1,14281.794525357645
REC002048,Paint,Berlin,2024-04,151.2,6.4,10173.97,4452.71,1454.11,1649.12,18411.396509985447
REC002049,Chassis,Fremont,2023-08,163.9,6.5,11554.23,5359.08,4551.03,1813.63,24633.763875924207
REC002050,Chassis,Fremont,2023-09,165.9,3.3,15922.91,5287.46,1898.69,2337.41,29438.815400133397
REC002051,Paint,Fremont,2024-03,162,4.6,10697.96,5675.73,2039.63,1456.31,21356.13167648211
REC002052,Logistics,Fremont,2024-09,156.5,6,9930.07,4522.85,2874.47,1379.6,20194.435923082143
REC002053,Chassis,Fremont,2023-03,148.1,2.8,5848.59,3817.44,3184.14,1570.24,10736.16668727117
REC002054,Body,Berlin,2023-04,169.5,3.2,15875.83,5248.91,3396.77,2691.44,25188.27795393998
REC002055,Body,Shanghai,2024-01,167.3,6.6,16318.72,6032.12,2356.9,2742.7,29433.32047543844
REC002056,Chassis,Berlin,2023-12,154.3,3.2,8580.96,3550.69,2821.75,2192.96,16913.93015747583
REC002057,Logistics,Berlin,2024-09,168.3,5.1,7742.66,6297.12,4481.62,1404.24,22685.407343522133
REC002058,Assembly,Berlin,2023-09,159.3,5.2,15120.67,5267.36,2909.65,1695.17,24587.563525996993
REC002059,Paint,Shanghai,2024-02,153.2,2.6,15884.53,4795.75,3101.27,2074.34,24715.932930280345
REC002060,Body,Berlin,2024-07,169.3,7,9833.66,4913.96,3904.12,1492.22,18945.689683162516
REC002061,Assembly,Berlin,2023-07,161,1.9,11302.86,3284.13,3778.28,2685.4,18885.858447863207
REC002062,Chassis,Shanghai,2024-04,155.7,5.6,13670.76,5307.33,1189.55,2195.49,22687.22138
REC002063,Assembly,Berlin,2024-10,147.2,4.1,8934.82,4686.6,3373.01,2772.47,20141.059067461138
REC002064,Battery,Fremont,2024-08,148.1,5.2,9282.15,5396.49,3016,1944.35,15509.850843789915
REC002065,Body,Austin,2023-05,168.5,4.5,10976.1,4778.06,4686.41,3802.11,23039.13709621123
REC002066,Chassis,Berlin,2023-10,164.5,2.7,9011.53,4228.63,1912.36,2289.36,18179.17306265367
REC002067,Paint,Austin,2024-06,148.3,4.4,20736.98,3318.94,2078.36,694.11,26950.67127550876
REC002068,Logistics,Berlin,2023-11,148.1,6,15735.85,2406.34,2581.3,2245.96,23021.250044668275
REC002069,Chassis,Berlin,2023-07,181,4.5,11087.78,4445.52,3781.46,1544.16,19518.52696241912
REC002070,Paint,Fremont,2024-02,164.6,4,12389.46,1257.83,4154.28,3357.48,19698.99828583463
REC002071,Logistics,Shanghai,2024-08,172.1,1,7190.7,2853.47,2684.35,1421.52,13532.579566218681
REC002072,Logistics,Austin,2024-06,174.9,3.2,13205.39,6281.17,3627.88,3118.07,27123.39349516241
REC002073,Chassis,Shanghai,2023-11,150.7,3.5,14224.04,3666.47,2382.3,1105.2,16108.926720939286
REC002074,Assembly,Fremont,2024-10,177.4,6.7,9997.41,5981.13,2957.01,1632.45,18825.83656819953
REC002075,Assembly,Fremont,2023-12,149.2,4.2,10652.5,5834.94,3477.26,1249.52,27657.742393680324
REC002076,Logistics,Austin,2024-06,167.3,6,9267.76,3833.28,4909.27,2217.98,23872.282378420758
REC002077,Assembly,Shanghai,2023-02,158.8,3.4,16154.5,6429.27,4017.97,2981.65,33428.31076389133
REC002078,Battery,Fremont,2024-11,167.2,0.9,16002.28,7020.2,4165.16,1407.09,29269.712478804016
REC002079,Logistics,Berlin,2023-01,157.9,7,13174.4,2796.42,2704.56,982.42,16873.965444197365
REC002080,Logistics,Berlin,2024-11,165.5,3.5,12402.64,6333.94,1269.42,2418.65,21623.475617242875
REC002081,Paint,Berlin,2023-10,173.6,6.9,8255.6,4034.5,5291.57,1810.08,18672.97498940638
REC002082,Assembly,Shanghai,2024-09,171.2,4.6,9847.54,2662.85,1359.34,1452.81,14435.390702829476
REC002083,Logistics,Berlin,2023-01,159.4,7.8,11127.27,5363.27,2576.23,1796.59,19192.140340210513
REC002084,Battery,Berlin,2023-06,150.5,11.4,9988.95,5825.11,2824.83,2526.65,20849.321234527222
REC002085,Paint,Fremont,2023-07,157,5.9,13691.85,4908.56,4266.96,2774.28,22883.693451446754
REC002086,Chassis,Fremont,2024-05,164.4,2.3,7084.01,7713.13,4154.01,1498.86,18669.74379226048
REC002087,Logistics,Berlin,2023-09,166.5,6.1,8132.39,6117.69,2383.93,2451.4,18097.888288694507
REC002088,Battery,Berlin,2023-07,170.7,5.8,10109.71,4904.57,3194.83,1722.54,19465.458534710804
REC002089,Body,Fremont,2024-05,152.7,2.5,7280.75,5252.25,2274.82,1878.1,17318.094824924094
REC002090,Battery,Austin,2023-03,150.7,3.7,15001.87,9543.6,2204.57,1793.49,25594.62613914231
REC002091,Battery,Shanghai,2024-04,149.8,4.1,15418.09,5711.03,3707.83,1510.68,25197.210036331075
REC002092,Paint,Shanghai,2023-05,158,5.7,6918.03,7097.04,1565.3,3055.15,17604.15832505216
REC002093,Chassis,Fremont,2024-08,162.1,3.2,12869.63,6439.08,3222.37,792.36,24803.868306783595
REC002094,Body,Shanghai,2024-06,163.7,2.9,10789.39,3277.28,2355.83,2274.06,18807.879364775323
REC002095,Assembly,Fremont,2023-01,145.9,2.7,11968.4,3416.24,828.55,2873.53,14027.727401654643
REC002096,Assembly,Fremont,2023-04,150.5,1.3,13603.41,4957.01,2781.72,861.65,19245.147558286815
REC002097,Battery,Fremont,2024-11,153,6.3,5818.16,4839.08,3971.43,2167.13,17115.58717
REC002098,Paint,Fremont,2023-11,177.6,5.2,15207.77,5449.62,3271,2124.69,23218.30010283024
REC002099,Paint,Austin,2024-08,156.2,6.6,13564.09,6877.44,1799.46,2928.92,20065.67661600771
REC002100,Assembly,Berlin,2023-09,145.2,3.6,15259.91,6240.14,3153.47,994.41,24467.120953216414
REC002101,Body,Berlin,2023-08,163.8,3.5,6438.64,2788.65,1270.55,3509.41,12716.439994504302
REC002102,Chassis,Austin,2023-08,158.9,5.7,11898.91,4026.93,5155.99,1980.36,25487.896263561917
REC002103,Body,Shanghai,2023-05,148.3,6.8,13610.76,7461.75,3134.09,3017.91,29675.441743246858
REC002104,Logistics,Shanghai,2023-12,155.3,7,13306.63,5933.7,3632.68,3031.77,25828.20528687997
REC002105,Logistics,Berlin,2023-01,156.6,2.8,14561.81,2651.14,4434.9,774.67,21753.69070568829
REC002106,Chassis,Shanghai,2024-03,158.8,6.9,13367.19,4725.77,3157.53,1621.8,25338.27849063267
REC002107,Assembly,Berlin,2024-06,169.3,8,6154.36,2153.18,3142.62,2826.67,13591.79899103753
REC002108,Chassis,Berlin,2023-06,165.6,5.8,15456.77,6615.8,2118.62,1806.86,27484.17525920119
REC002109,Paint,Austin,2023-10,161.3,7.3,10557.88,5801.67,897.23,2626.28,20099.057551908947
REC002110,Logistics,Shanghai,2024-02,169.9,6,12604.18,4710.09,2273.37,1727.71,21725.857234171865
REC002111,Battery,Austin,2024-09,155.9,2.8,16661.63,4892.57,3143.76,2139.23,29463.995789503973
REC002112,Battery,Berlin,2023-08,152.7,6.9,11972.56,5828.28,3089.91,1135.23,19537.915351614272
REC002113,Assembly,Berlin,2023-03,163.1,5.8,10949.89,6867.9,3264.41,1901.05,25519.081276392306
REC002114,Paint,Berlin,2024-10,162.3,3,8509.54,5655.27,1787.15,1327.84,16937.123314834025
REC002115,Body,Fremont,2024-10,145.2,3.9,8004.88,6087.26,2317.25,2058.47,18486.005138954566
REC002116,Paint,Fremont,2024-07,174.9,5.8,8375.69,5595.59,3926.3,2217.8,19697.04098992999
REC002117,Battery,Fremont,2023-12,149.8,9.8,11890.77,7067.68,3193.9,3447.99,23232.263928914712
REC002118,Battery,Austin,2023-12,165.3,8.6,18570.85,7723.24,1610.54,2004.65,34770.71081684733
REC002119,Logistics,Berlin,2024-03,165.5,1,11076.18,4011.35,4136.67,1216.28,17165.43210848916
REC002120,Paint,Shanghai,2023-07,129.1,5,11912.39,4712.2,4601.46,2357.58,23195.47205121556
REC002121,Paint,Austin,2023-04,162.3,8,14077.43,5082.2,2042.22,1051.18,23960.68394083129
REC002122,Battery,Austin,2024-09,176.4,4.2,9894.17,3965.6,2960.75,1685.72,18227.83718026743
REC002123,Body,Austin,2023-09,152.9,4,16119.77,4460.46,2776.81,2159.73,31288.292722329283
REC002124,Assembly,Shanghai,2024-10,141,3.9,10533.8,4890.18,1866.38,1099.9,17199.19550773443
REC002125,Assembly,Berlin,2024-04,158.8,6.7,15678.33,5030.13,2964.5,1587.06,21796.65069
REC002126,Paint,Fremont,2024-01,164.7,5.8,13801.89,4374.18,3377.47,1590.08,20481.869710695006
REC002127,Assembly,Berlin,2023-04,159.1,6.1,12258.29,4200.09,3214.18,1085.76,21561.450811803978
REC002128,Battery,Berlin,2024-12,150.5,4.6,10174.22,5084.9,5005.84,3182.36,27543.227745710188
REC002129,Battery,Austin,2023-09,149.7,8.5,14834.19,3790.3,2014.13,1658.28,23402.045828090955
REC002130,Paint,Austin,2024-09,143.8,4.4,11665.73,5549.63,1867.67,1126.96,17523.550766562603
REC002131,Paint,Austin,2024-06,141.3,6.8,10478.9,3145.94,4091.08,3278.14,19384.307627217346
REC002132,Logistics,Fremont,2024-03,156.6,0.8,16771.62,4970.21,3962.99,3027.91,32303.824246317236
REC002133,Paint,Fremont,2024-03,164.2,4.9,5663.38,7495.9,855.9,1967.12,14685.918483383393
REC002134,Body,Fremont,2023-06,161.6,4.1,16539.53,4633.11,2123.11,990.59,22189.318342096885
REC002135,Assembly,Berlin,2023-11,162.5,5.2,18088.39,6334.23,1209.84,3067.97,34362.25894451057
REC002136,Paint,Austin,2023-08,166.3,1.8,9327.61,3309.78,4005.19,1782.65,16133.015690105849
REC002137,Chassis,Shanghai,2024-09,173.1,8.3,10030.59,4373.66,3935.15,1589.37,21015.64273376642
REC002138,Logistics,Berlin,2024-05,160.3,5.3,8653.45,5986.74,2945.72,1539.23,18309.579228183527
REC002139,Chassis,Fremont,2024-12,163.4,9.5,14616.11,1224.4,4123.59,2343.5,23745.733247425822
REC002140,Battery,Shanghai,2024-05,163.5,6.6,10079.32,5926.59,3675.87,1494.53,24211.781706700738
REC002141,Assembly,Shanghai,2024-12,161.5,5.5,11629.93,4882.21,3373.77,1702.42,23208.453343978043
REC002142,Paint,Austin,2024-06,160.2,5,13908.39,4485.26,2491.54,990.4,17410.261662358484
